id,created_at,modified_at,name,price,restaurant_id
40,2023-11-03 22:58:07.384131,2023-11-03 22:58:07.384131,오징어덮밥,7000,19523
41,2023-11-03 22:58:07.385689,2023-11-03 22:58:07.385689,새우덮밥,7000,19523
42,2023-11-03 22:58:07.386728,2023-11-03 22:58:07.386728,새우볶음밥,7500,19523
43,2023-11-03 22:58:07.387762,2023-11-03 22:58:07.387762,고추잡채밥,7500,19523
44,2023-11-03 22:58:07.388797,2023-11-03 22:58:07.388797,삼선볶음밥,8000,19523
45,2023-11-03 22:58:07.390429,2023-11-03 22:58:07.390429,송이덮밥,9000,19523
46,2023-11-03 22:58:07.391470,2023-11-03 22:58:07.391470,유산슬밥,9000,19523
47,2023-11-03 22:58:07.393055,2023-11-03 22:58:07.393055,잡탕밥,9000,19523
48,2023-11-03 22:58:07.394611,2023-11-03 22:58:07.394611,새우짜장면 (면+밥+국물),9000,19523
49,2023-11-03 22:58:07.395668,2023-11-03 22:58:07.395668,우삼겹(소)짬뽕,8000,19523
50,2023-11-03 22:58:07.396744,2023-11-03 22:58:07.396744,양장피,13000,19523
51,2023-11-03 22:58:07.397778,2023-11-03 22:58:07.397778,팔보채,13000,19523
52,2023-11-03 22:58:07.399330,2023-11-03 22:58:07.399330,유산슬,6500,19523
53,2023-11-03 22:58:07.400914,2023-11-03 22:58:07.400914,깐풍기,9000,19523
54,2023-11-03 22:58:07.401959,2023-11-03 22:58:07.401959,깐풍육,32000,19523
55,2023-11-03 22:58:07.402995,2023-11-03 22:58:07.402995,깐풍새우,32000,19523
56,2023-11-03 22:58:07.404032,2023-11-03 22:58:07.404032,고추잡채,32000,19523
57,2023-11-03 22:58:07.405624,2023-11-03 22:58:07.405624,물만두,27000,19523
58,2023-11-03 22:58:07.406661,2023-11-03 22:58:07.406661,군만두,27000,19523
59,2023-11-03 22:58:07.407693,2023-11-03 22:58:07.407693,공기밥,32000,19523
60,2023-11-03 22:58:50.076664,2023-11-03 22:58:50.076664,순살,8000,21673
61,2023-11-03 22:58:50.078255,2023-11-03 22:58:50.078255,소시지,7500,21673
62,2023-11-03 22:58:50.079848,2023-11-03 22:58:50.079848,염통,8500,21673
63,2023-11-03 22:58:50.080954,2023-11-03 22:58:50.080954,파닭,11000,21673
64,2023-11-03 22:58:50.082572,2023-11-03 22:58:50.082572,라면,14000,21673
65,2023-11-03 22:58:50.083636,2023-11-03 22:58:50.083636,카스,16000,21673
66,2023-11-03 22:58:50.084688,2023-11-03 22:58:50.084688,테라,3500,21673
67,2023-11-03 22:58:50.085736,2023-11-03 22:58:50.085736,참이슬,4000,21673
68,2023-11-03 22:58:50.086829,2023-11-03 22:58:50.086829,처음처럼,2000,21673
69,2023-11-03 23:01:12.576303,2023-11-03 23:01:12.576303,우동,4500,14576
70,2023-11-03 23:01:12.594944,2023-11-03 23:01:12.594944,볶음짬뽕,5000,14576
71,2023-11-03 23:01:12.597192,2023-11-03 23:01:12.597192,울면,5000,14576
72,2023-11-03 23:01:12.599582,2023-11-03 23:01:12.599582,삼선짜장,8000,14576
73,2023-11-03 23:01:12.601212,2023-11-03 23:01:12.601212,삼선우동,5500,14576
74,2023-11-03 23:01:12.602877,2023-11-03 23:01:12.602877,삼선울면,5000,14576
75,2023-11-03 23:01:12.604466,2023-11-03 23:01:12.604466,삼선고추짬뽕,6000,14576
76,2023-11-03 23:01:12.606021,2023-11-03 23:01:12.606021,기스면,5500,14576
77,2023-11-03 23:01:12.607585,2023-11-03 23:01:12.607585,물만두,8000,14576
78,2023-11-03 23:01:12.609140,2023-11-03 23:01:12.609140,군만두,8000,14576
79,2023-11-03 23:01:12.610177,2023-11-03 23:01:12.610177,오므라이스,8000,14576
80,2023-11-03 23:01:12.611447,2023-11-03 23:01:12.611447,짜장밥,8000,14576
81,2023-11-03 23:01:12.613003,2023-11-03 23:01:12.613003,짬뽕밥,8000,14576
82,2023-11-03 23:01:12.614554,2023-11-03 23:01:12.614554,제육덮밥,4000,14576
83,2023-11-03 23:01:12.616120,2023-11-03 23:01:12.616120,오징어덮밥,4000,14576
84,2023-11-03 23:01:44.701140,2023-11-03 23:01:44.701140,내동칼국수,4500,14980
85,2023-11-03 23:01:44.702712,2023-11-03 23:01:44.702712,내동칼만두,5000,14980
86,2023-11-03 23:01:44.704299,2023-11-03 23:01:44.704299,얼큰떡칼만두국,5500,14980
87,2023-11-03 23:01:44.705888,2023-11-03 23:01:44.705888,얼큰고기국밥,4500,14980
88,2023-11-03 23:01:44.706948,2023-11-03 23:01:44.706948,제육덮밥,5500,14980
89,2023-11-03 23:03:04.605232,2023-11-03 23:03:04.605232,참치마요덮밥,4500,21494
90,2023-11-03 23:03:04.607971,2023-11-03 23:03:04.607971,치킨마요덮밥,5500,21494
91,2023-11-03 23:03:04.609524,2023-11-03 23:03:04.609524,제육덮밥,6000,21494
92,2023-11-03 23:03:04.611101,2023-11-03 23:03:04.611101,돼지숙주덮밥,6000,21494
93,2023-11-03 23:03:04.612664,2023-11-03 23:03:04.612664,쭈꾸미숙주덮밥,7000,21494
94,2023-11-03 23:03:04.614223,2023-11-03 23:03:04.614223,스팸마요덮밥,4500,21494
95,2023-11-03 23:03:04.615312,2023-11-03 23:03:04.615312,라면,4000,21494
96,2023-11-03 23:03:04.616887,2023-11-03 23:03:04.616887,삼겹부추,8000,21494
97,2023-11-03 23:03:04.617945,2023-11-03 23:03:04.617945,한입야끼만두,2000,21494
98,2023-11-03 23:03:04.619519,2023-11-03 23:03:04.619519,치킨까스,2000,21494
99,2023-11-03 23:03:04.621094,2023-11-03 23:03:04.621094,닭껍질교자,2500,21494
100,2023-11-03 23:03:04.622134,2023-11-03 23:03:04.622134,통살새우볼,2500,21494
101,2023-11-03 23:04:22.787480,2023-11-03 23:04:22.787480,치킨까스,5500,1643
102,2023-11-03 23:04:22.789644,2023-11-03 23:04:22.789644,부대찌개,5500,1643
103,2023-11-03 23:04:22.790673,2023-11-03 23:04:22.790673,생고기김치찌개,5500,1643
104,2023-11-03 23:04:22.792243,2023-11-03 23:04:22.792243,소고기볶음,5500,1643
105,2023-11-03 23:04:22.793308,2023-11-03 23:04:22.793308,치킨불고기,5500,1643
106,2023-11-03 23:04:52.545668,2023-11-03 23:04:52.545668,NBB투머치베이컨 단품,6100,26
107,2023-11-03 23:05:17.422723,2023-11-03 23:05:17.422723,제육볶음,5500,12241
108,2023-11-03 23:05:17.424337,2023-11-03 23:05:17.424337,제육덮밥,5500,12241
109,2023-11-03 23:05:17.425927,2023-11-03 23:05:17.425927,오삼불고기,5500,12241
110,2023-11-03 23:05:17.427007,2023-11-03 23:05:17.427007,치즈돈까스,6000,12241
111,2023-11-03 23:05:17.428052,2023-11-03 23:05:17.428052,고구마돈까스,6000,12241
112,2023-11-03 23:05:17.429099,2023-11-03 23:05:17.429099,오징어볶음,6000,12241
113,2023-11-03 23:06:20.997157,2023-11-03 23:06:20.997157,규카츠 정식,18000,22240
114,2023-11-03 23:06:21.016595,2023-11-03 23:06:21.016595,규카츠 미니,15000,22240
115,2023-11-03 23:06:21.018675,2023-11-03 23:06:21.018675,눈꽃 치즈 규카츠,18000,22240
116,2023-11-03 23:06:21.020229,2023-11-03 23:06:21.020229,리얼치즈카츠 정식 (6p),16000,22240
117,2023-11-03 23:06:21.021804,2023-11-03 23:06:21.021804,리얼치즈카츠 미니 (4p),12000,22240
118,2023-11-03 23:06:21.023408,2023-11-03 23:06:21.023408,샤브샤브 정식,20000,22240
119,2023-11-03 23:06:21.025011,2023-11-03 23:06:21.025011,우나기동,20000,22240
120,2023-11-03 23:06:21.026061,2023-11-03 23:06:21.026061,냉라멘 숯불구이 정식,14000,22240
121,2023-11-03 23:06:21.027620,2023-11-03 23:06:21.027620,냉라멘,9000,22240
122,2023-11-03 23:06:21.029193,2023-11-03 23:06:21.029193,커리 크림 우동,13000,22240
123,2023-11-03 23:06:21.030248,2023-11-03 23:06:21.030248,불닭크림볶음면,13000,22240
124,2023-11-03 23:06:21.031374,2023-11-03 23:06:21.031374,스테이크 흑미덮밥,12000,22240
125,2023-11-03 23:06:21.033454,2023-11-03 23:06:21.033454,새우삼겹덮밥,9000,22240
126,2023-11-03 23:06:21.035012,2023-11-03 23:06:21.035012,크림 치즈 야끼볼 (7개),7000,22240
127,2023-11-03 23:21:38.001151,2023-11-03 23:21:38.001151,불고기 스페셜,5200,17604
128,2023-11-03 23:21:38.020318,2023-11-03 23:21:38.020318,더블치즈 불고기,5200,17604
129,2023-11-03 23:21:38.022530,2023-11-03 23:21:38.022530,모짜올리구마,4800,17604
130,2023-11-03 23:21:38.024114,2023-11-03 23:21:38.024114,콘치즈 토스트,4600,17604
131,2023-11-03 23:21:38.025699,2023-11-03 23:21:38.025699,그릴드 불고기,4600,17604
132,2023-11-03 23:21:38.026749,2023-11-03 23:21:38.026749,그릴드 불갈비,4900,17604
133,2023-11-03 23:21:38.028378,2023-11-03 23:21:38.028378,감자 스페셜,4400,17604
134,2023-11-03 23:21:38.029946,2023-11-03 23:21:38.029946,딥치즈 더블감자,4800,17604
135,2023-11-03 23:22:17.172936,2023-11-03 23:22:17.172936,감탄떡볶이,3500,14560
136,2023-11-03 23:22:17.175107,2023-11-03 23:22:17.175107,바삭튀김,4000,14560
137,2023-11-03 23:22:17.176682,2023-11-03 23:22:17.176682,찰순대,4000,14560
138,2023-11-03 23:22:17.178273,2023-11-03 23:22:17.178273,감탄우동,4000,14560
139,2023-11-03 23:22:17.179350,2023-11-03 23:22:17.179350,곡물핫도그,1500,14560
140,2023-11-03 23:22:17.180905,2023-11-03 23:22:17.180905,수제어묵,2500,14560
141,2023-11-03 23:22:55.426871,2023-11-03 23:22:55.426871,야채쫄면,5500,9618
142,2023-11-03 23:22:55.429508,2023-11-03 23:22:55.429508,국물떡볶이,3500,9618
143,2023-11-03 23:22:55.431090,2023-11-03 23:22:55.431090,야채튀김,2500,9618
144,2023-11-03 23:22:55.432639,2023-11-03 23:22:55.432639,김말이튀김,3000,9618
145,2023-11-03 23:22:55.434264,2023-11-03 23:22:55.434264,옛날돈까스,7000,9618
146,2023-11-03 23:22:55.435312,2023-11-03 23:22:55.435312,옛날치즈돈까스,8000,9618
147,2023-11-03 23:22:55.436894,2023-11-03 23:22:55.436894,쫄돈,8000,9618
148,2023-11-03 23:22:55.437958,2023-11-03 23:22:55.437958,새우볶음밥,6000,9618
149,2023-11-03 23:22:55.439509,2023-11-03 23:22:55.439509,김치볶음밥,6000,9618
150,2023-11-03 23:22:55.440550,2023-11-03 23:22:55.440550,고기쫄면,8000,9618
151,2023-11-03 23:22:55.442123,2023-11-03 23:22:55.442123,육회쫄면,9900,9618
152,2023-11-03 23:22:55.443154,2023-11-03 23:22:55.443154,참소라쫄면,8000,9618
153,2023-11-03 23:22:55.444721,2023-11-03 23:22:55.444721,온쫄면(계절메뉴),7000,9618
154,2023-11-03 23:22:55.445770,2023-11-03 23:22:55.445770,냉쫄면(계절메뉴),7000,9618
155,2023-11-03 23:23:03.790198,2023-11-03 23:23:03.790198,마라탕(100g),3000,9657
156,2023-11-03 23:23:03.792311,2023-11-03 23:23:03.792311,꿔바로우(소),1600,9657
157,2023-11-03 23:23:03.793348,2023-11-03 23:23:03.793348,소고기(100g),5000,9657
158,2023-11-03 23:23:03.794902,2023-11-03 23:23:03.794902,양고기(100g),3000,9657
159,2023-11-03 23:23:22.023044,2023-11-03 23:23:22.023044,신선한 계절 샐러드,6000,17603
160,2023-11-03 23:23:22.026726,2023-11-03 23:23:22.026726,오리 가슴살 샐러드,7500,17603
161,2023-11-03 23:23:22.028321,2023-11-03 23:23:22.028321,닭가슴살 샐러드,7500,17603
162,2023-11-03 23:23:22.029959,2023-11-03 23:23:22.029959,케이준치킨 샐러드,8500,17603
163,2023-11-03 23:23:22.031536,2023-11-03 23:23:22.031536,매콤한 마늘오일 파스타,8900,17603
164,2023-11-03 23:23:22.032598,2023-11-03 23:23:22.032598,베이컨 크림 파스타,9500,17603
165,2023-11-03 23:23:22.034224,2023-11-03 23:23:22.034224,명란젓 오일 파스타,10000,17603
166,2023-11-03 23:23:22.035304,2023-11-03 23:23:22.035304,게살 로제 파스타,10900,17603
167,2023-11-03 23:23:22.036358,2023-11-03 23:23:22.036358,후렌치 후라이 크림 파스타,11000,17603
168,2023-11-03 23:23:22.037438,2023-11-03 23:23:22.037438,새우 토마토 파스타,12000,17603
169,2023-11-03 23:23:22.039015,2023-11-03 23:23:22.039015,연어 크림 파스타,12000,17603
170,2023-11-03 23:23:22.040482,2023-11-03 23:23:22.040482,치킨 토마토 파스타,12000,17603
171,2023-11-03 23:23:22.042048,2023-11-03 23:23:22.042048,오리 가슴살 스테이크 로제 파스타,14000,17603
172,2023-11-03 23:23:22.043123,2023-11-03 23:23:22.043123,닭가슴살 스테이크 바질 크림 파스타,15000,17603
173,2023-11-03 23:23:22.044190,2023-11-03 23:23:22.044190,소세지와 베이컨 칠리 볶음밥,9900,17603
174,2023-11-03 23:23:22.045770,2023-11-03 23:23:22.045770,모짜렐라 치즈크림 리조또,9900,17603
175,2023-11-03 23:23:22.046828,2023-11-03 23:23:22.046828,새우 칠리 볶음밥,11000,17603
176,2023-11-03 23:23:22.048432,2023-11-03 23:23:22.048432,로제 치킨 그라탕,11500,17603
177,2023-11-03 23:23:22.050510,2023-11-03 23:23:22.050510,연어 크림 리조또,12000,17603
178,2023-11-03 23:23:22.052071,2023-11-03 23:23:22.052071,먹물 크림 날치살 새우 리조또,13000,17603
179,2023-11-03 23:23:22.053115,2023-11-03 23:23:22.053115,닭가슴살 스테이크 바질 크림 리조또,15000,17603
180,2023-11-03 23:23:22.054689,2023-11-03 23:23:22.054689,오리 가슴살 스테이크 로제 리조또,15000,17603
181,2023-11-03 23:23:42.957739,2023-11-03 23:23:42.957739,콩불,,15244
182,2023-11-03 23:23:42.959940,2023-11-03 23:23:42.959940,치즈콩불,,15244
183,2023-11-03 23:23:42.961006,2023-11-03 23:23:42.961006,부대찌개,,15244
184,2023-11-03 23:23:42.962060,2023-11-03 23:23:42.962060,돈까스,,15244
185,2023-11-03 23:23:42.963129,2023-11-03 23:23:42.963129,우동,,15244
186,2023-11-03 23:23:42.964718,2023-11-03 23:23:42.964718,비빔 막국수,,15244
187,2023-11-03 23:23:42.965775,2023-11-03 23:23:42.965775,화덕곱창콩불,,15244
188,2023-11-03 23:23:42.966827,2023-11-03 23:23:42.966827,야끼콩불,,15244
189,2023-11-03 23:23:42.967928,2023-11-03 23:23:42.967928,닭갈비콩불,,15244
190,2023-11-03 23:23:42.968981,2023-11-03 23:23:42.968981,오삼콩불,,15244
191,2023-11-03 23:23:42.970037,2023-11-03 23:23:42.970037,김치콩불,,15244
192,2023-11-03 23:23:42.971589,2023-11-03 23:23:42.971589,버터갈릭감자,,15244
193,2023-11-03 23:23:42.972652,2023-11-03 23:23:42.972652,팝콘만두,,15244
194,2023-11-03 23:23:42.974342,2023-11-03 23:23:42.974342,냉모밀,,15244
195,2023-11-03 23:24:32.006136,2023-11-03 23:24:32.006136,감자탕(대),35000,12421
196,2023-11-03 23:24:32.007706,2023-11-03 23:24:32.007706,감자탕(소),25000,12421
197,2023-11-03 23:24:32.009285,2023-11-03 23:24:32.009285,감자탕(중),30000,12421
198,2023-11-03 23:24:32.010316,2023-11-03 23:24:32.010316,청진동뼈해장국,,12421
199,2023-11-03 23:24:32.011359,2023-11-03 23:24:32.011359,청진동선지해장국,,12421
200,2023-11-03 23:24:32.012913,2023-11-03 23:24:32.012913,양선지해장국,,12421
201,2023-11-03 23:24:32.013947,2023-11-03 23:24:32.013947,콩나물해장국,,12421
202,2023-11-03 23:24:42.988648,2023-11-03 23:24:42.988648,무한리필,15900,14987
203,2023-11-03 23:26:44.235815,2023-11-03 23:26:44.235815,국물떡볶이,,7548
204,2023-11-03 23:26:44.237395,2023-11-03 23:26:44.237395,투움바 떡볶이,,7548
205,2023-11-03 23:26:44.238449,2023-11-03 23:26:44.238449,우삼겹 떡볶이,,7548
206,2023-11-03 23:26:44.239503,2023-11-03 23:26:44.239503,사천짜장떡볶이,,7548
207,2023-11-03 23:26:44.240540,2023-11-03 23:26:44.240540,크림 떡볶이,,7548
208,2023-11-03 23:26:44.255849,2023-11-03 23:26:44.255849,핫블랙 투움바 떡볶이,,7548
209,2023-11-03 23:26:44.256916,2023-11-03 23:26:44.256916,모듬튀김,,7548
210,2023-11-03 23:26:44.257987,2023-11-03 23:26:44.257987,아란치니,,7548
211,2023-11-03 23:26:44.259030,2023-11-03 23:26:44.259030,맛감자,,7548
212,2023-11-03 23:26:44.260093,2023-11-03 23:26:44.260093,고구마튀김,,7548
213,2023-11-03 23:26:44.261144,2023-11-03 23:26:44.261144,씨앗호떡,,7548
214,2023-11-03 23:26:44.262207,2023-11-03 23:26:44.262207,치킨가라아게,,7548
215,2023-11-03 23:26:44.263246,2023-11-03 23:26:44.263246,김말이,,7548
216,2023-11-03 23:26:44.264286,2023-11-03 23:26:44.264286,우유튀김,,7548
217,2023-11-03 23:26:44.265357,2023-11-03 23:26:44.265357,깻잎튀김,,7548
218,2023-11-03 23:26:44.266434,2023-11-03 23:26:44.266434,고추튀김,,7548
219,2023-11-03 23:26:44.267484,2023-11-03 23:26:44.267484,만두,,7548
220,2023-11-03 23:26:44.269056,2023-11-03 23:26:44.269056,튀오뎅,,7548
221,2023-11-03 23:26:44.270109,2023-11-03 23:26:44.270109,새우튀김,,7548
222,2023-11-03 23:26:44.271187,2023-11-03 23:26:44.271187,야채튀김,,7548
223,2023-11-03 23:26:58.078184,2023-11-03 23:26:58.078184,옛+카 즉떡,4500,16281
224,2023-11-03 23:26:58.079748,2023-11-03 23:26:58.079748,옛날 즉떡,4500,16281
225,2023-11-03 23:26:58.081324,2023-11-03 23:26:58.081324,매운 즉떡,4500,16281
226,2023-11-03 23:26:58.082918,2023-11-03 23:26:58.082918,카레 즉떡,4500,16281
227,2023-11-03 23:26:58.084519,2023-11-03 23:26:58.084519,짜장 즉떡,4500,16281
228,2023-11-03 23:26:58.085037,2023-11-03 23:26:58.085037,옛+짜 즉떡,4500,16281
229,2023-11-03 23:26:58.086073,2023-11-03 23:26:58.086073,쫄볶이,4500,16281
230,2023-11-03 23:26:58.087117,2023-11-03 23:26:58.087117,라볶이,4500,16281
231,2023-11-03 23:26:58.088158,2023-11-03 23:26:58.088158,당면 즉떡,5000,16281
232,2023-11-03 23:26:58.089734,2023-11-03 23:26:58.089734,로제 즉떡,6000,16281
233,2023-11-03 23:27:11.767515,2023-11-03 23:27:11.767515,마라탕 (100g),1700,21793
234,2023-11-03 23:27:11.769075,2023-11-03 23:27:11.769075,고기만두,7000,21793
235,2023-11-03 23:27:11.770143,2023-11-03 23:27:11.770143,우육면,8000,21793
236,2023-11-03 23:27:11.771223,2023-11-03 23:27:11.771223,소고기쌀국수,8000,21793
237,2023-11-03 23:27:11.772306,2023-11-03 23:27:11.772306,양지쌀국수,8000,21793
238,2023-11-03 23:27:21.573279,2023-11-03 23:27:21.573279,추천무한리필,16500,12845
239,2023-11-03 23:33:34.630277,2023-11-03 23:33:34.630277,치킨라이스 브리또,4000,3968
240,2023-11-03 23:33:34.631853,2023-11-03 23:33:34.631853,소고기라이스 브리또,4500,3968
241,2023-11-03 23:33:34.632918,2023-11-03 23:33:34.632918,소고기감자 브리또,5000,3968
242,2023-11-03 23:33:34.634472,2023-11-03 23:33:34.634472,소고기베이컨감자 브리또,5500,3968
243,2023-11-03 23:33:34.635527,2023-11-03 23:33:34.635527,새우감자 브리또,4500,3968
244,2023-11-03 23:35:39.032703,2023-11-03 23:35:39.032703,순한알밥,3900,17456
245,2023-11-03 23:35:39.034401,2023-11-03 23:35:39.034401,약매알밥,4300,17456
246,2023-11-03 23:35:39.035955,2023-11-03 23:35:39.035955,갈릭알밥,4700,17456
247,2023-11-03 23:35:39.036992,2023-11-03 23:35:39.036992,매콤제육,5200,17456
248,2023-11-03 23:35:39.038039,2023-11-03 23:35:39.038039,카레알밥,4700,17456
249,2023-11-03 23:35:49.063495,2023-11-03 23:35:49.063495,데리야끼막창,11000,21576
250,2023-11-03 23:35:49.065121,2023-11-03 23:35:49.065121,불막창,13000,21576
251,2023-11-03 23:35:49.066741,2023-11-03 23:35:49.066741,치즈불곱창,13000,21576
252,2023-11-03 23:35:49.067278,2023-11-03 23:35:49.067278,야채곱창1+데리막창1+볶음밥1,13000,21576
253,2023-11-03 23:35:49.068333,2023-11-03 23:35:49.068333,소금막창1+데리막창1+볶음밥1,14000,21576
254,2023-11-03 23:35:49.069432,2023-11-03 23:35:49.069432,치즈불곱창1+불막창1+볶음밥1,26000,21576
255,2023-11-03 23:35:49.071010,2023-11-03 23:35:49.071010,야채곱창1+데리막창1+소금막창1+볶음밥1,28000,21576
256,2023-11-03 23:35:49.072077,2023-11-03 23:35:49.072077,양념막창,29000,21576
257,2023-11-03 23:35:49.073232,2023-11-03 23:35:49.073232,순대곱창,39000,21576
258,2023-11-03 23:35:49.074309,2023-11-03 23:35:49.074309,알곱창(당면 포함),13000,21576
259,2023-11-03 23:35:49.075348,2023-11-03 23:35:49.075348,불곱창,12000,21576
260,2023-11-03 23:35:49.076386,2023-11-03 23:35:49.076386,치즈계란찜,14000,21576
261,2023-11-03 23:35:49.076940,2023-11-03 23:35:49.076940,계란찜,11000,21576
262,2023-11-03 23:35:49.078510,2023-11-03 23:35:49.078510,볶음밥,4000,21576
263,2023-11-03 23:35:49.079569,2023-11-03 23:35:49.079569,데리주먹밥,3000,21576
264,2023-11-03 23:35:49.080380,2023-11-03 23:35:49.080380,주먹밥,2000,21576
265,2023-11-03 23:35:49.081409,2023-11-03 23:35:49.081409,순대사리,3000,21576
266,2023-11-03 23:35:49.082993,2023-11-03 23:35:49.082993,눈꽃치즈,2000,21576
267,2023-11-03 23:35:49.083520,2023-11-03 23:35:49.083520,쫄깃떡,3000,21576
268,2023-11-03 23:35:49.084569,2023-11-03 23:35:49.084569,납작당면(곱창메뉴만 가능 막창x),3000,21576
269,2023-11-03 23:35:49.086151,2023-11-03 23:35:49.086151,공기밥,2000,21576
270,2023-11-03 23:35:49.087220,2023-11-03 23:35:49.087220,코카콜라 500ml,2000,21576
271,2023-11-03 23:35:49.088279,2023-11-03 23:35:49.088279,스프라이트500ml,1000,21576
272,2023-11-03 23:35:49.088799,2023-11-03 23:35:49.088799,토닉워터,2000,21576
273,2023-11-03 23:35:58.464067,2023-11-03 23:35:58.464067,클래식 시카고 피자 (8인치),19000,755
274,2023-11-03 23:35:58.465188,2023-11-03 23:35:58.465188,페퍼로니 시카고 피자 (8인치),22000,755
275,2023-11-03 23:35:58.466744,2023-11-03 23:35:58.466744,쉬림프 시카고 피자 (8인치),27000,755
276,2023-11-03 23:35:58.467780,2023-11-03 23:35:58.467780,불고기 시카고 피자 (8인치),23000,755
277,2023-11-03 23:35:58.468825,2023-11-03 23:35:58.468825,베이컨 시카고 피자 (8인치),25000,755
278,2023-11-03 23:36:18.990039,2023-11-03 23:36:18.990039,꽈배기 3개,2500,4609
279,2023-11-03 23:36:18.991644,2023-11-03 23:36:18.991644,찹쌀도너츠 3개,2500,4609
280,2023-11-03 23:36:18.992701,2023-11-03 23:36:18.992701,팥도너츠,1500,4609
281,2023-11-03 23:36:18.993743,2023-11-03 23:36:18.993743,고구마도너츠,1500,4609
282,2023-11-03 23:36:18.994271,2023-11-03 23:36:18.994271,핫도그,1500,4609
283,2023-11-03 23:36:18.995331,2023-11-03 23:36:18.995331,치즈핫도그,2000,4609
284,2023-11-03 23:36:18.996407,2023-11-03 23:36:18.996407,고로케,2000,4609
